单品编码,首销日,末销日,在架天数,有销售天数,总销量,总销售额,总毛利,日均销量_在架,日均销量_有售,日销量标准差,非零日均,非零日标准差,单日最大销量,平均批发价,平均售价,损耗率,单位毛利,交易笔数,单品名称,分类名称,动销率,变异系数CV,非零CV,ADI,CV2,稳定性,毛利率,笔均重量,周CV,TOPSIS得分,梯队,排名,需求形态,销量份额,象限,毛利份额,贡献错位,梯队_y,需求形态_y,季节型,生命周期状态,动销率_y,日均销量_在架_y,近半年有销售,日毛利产出,货位周转速度,卖完一货位天数
102900005116714,2020-07-01,2023-06-30,1095,1076,27537.228000000003,269874.2472,71792.41274992285,25.148153424657536,25.59221933085502,15.759604313951362,25.59221933085502,15.759604313951362,152.132,6.846552044609665,9.800341820897875,0.0926,2.607103835938855,58905,西兰花,花菜类,0.982648401826484,0.6266704376989848,0.6157967040768106,1.0176579925650555,0.3792055807518631,0.6147526732056158,0.2660217249136725,0.4674854087089382,0.4271544608446431,0.8061164778378007,热销,1,Smooth,0.0584684416921716,引流品(量大但利薄),0.0715097222040299,0.0130412805118582,热销,Smooth,弱季节型(全年均衡),活跃在架,0.982648401826484,25.148153424657536,True,65.56384726020352,10.059261369863014,0.09941087752187693
102900005116899,2020-07-08,2023-06-30,1088,1057,27149.44,211652.1013,53583.458901101,24.95352941176471,25.68537369914853,20.213158031383767,25.68537369914853,20.213158031383767,157.132,5.820842005676442,7.795818304171282,0.0554,1.9736487714332596,39285,净藕(1),水生根茎类,0.9715073529411764,0.8100320278482921,0.7869520711724677,1.0293282876064334,0.6192935623226367,0.5524764118062417,0.2531676206944466,0.6910892198039965,0.6367616791507766,0.7806026882103504,热销,2,Erratic,0.0576450705065561,引流品(量大但利薄),0.0533724681199393,-0.0042726023866167,热销,Erratic,弱季节型(全年均衡),活跃在架,0.9715073529411764,24.95352941176471,True,49.249502666453125,9.981411764705884,0.10018622851889393
102900011034026,2022-06-29,2023-06-30,367,337,5821.571,47414.9774,16059.316706613668,15.86259128065395,17.274691394658753,10.21312388166992,17.274691394658753,10.21312388166992,47.649,5.211483679525222,8.144704822804703,0.0943,2.758588138255751,12369,枝江青梗散花,花菜类,0.9182561307901907,0.6438496523658065,0.5912188905920348,1.089020771513353,0.3495397765928764,0.6083281391098104,0.3386971287813725,0.4706581777023203,0.5063835265501079,0.7631983879293515,热销,3,Smooth,0.0123606553488367,明星品(量大且利厚),0.0159960813752942,0.0036354260264575,热销,Smooth,弱季节型(全年均衡),活跃在架,0.9182561307901907,15.86259128065395,True,43.75835614881109,6.34503651226158,0.15760350599520304
102900011016701,2020-09-12,2023-06-30,1022,858,28164.331,205113.6991,52706.39154962884,27.558053816046968,32.825560606060606,23.12636749136789,32.825560606060606,23.12636749136789,249.974,5.359230769230768,7.282747071109198,0.057,1.8713880173340116,69945,芜湖青椒(1),辣椒类,0.8395303326810176,0.8391872534156051,0.7045231540416724,1.191142191142191,0.4963528745808261,0.5437184267903513,0.2569618303452889,0.4026639645435699,0.4753530699679554,0.7628923004670604,热销,4,Erratic,0.0597999386456952,引流品(量大但利薄),0.0524988543179284,-0.0073010843277668,热销,Erratic,弱季节型(全年均衡),活跃在架,0.8395303326810176,27.558053816046968,True,51.571811692396125,11.023221526418787,0.09071758175260758
102900011031100,2021-12-20,2023-06-30,558,488,10833.0,54979.4,24435.94190129181,19.413978494623656,22.19877049180328,14.965649872400306,22.19877049180328,14.965649872400306,210.0,3.180983606557377,5.075177697775317,0.0943,2.2556948122673144,10848,小米椒(份),辣椒类,0.8745519713261649,0.7708698078832614,0.6741657101201282,1.1434426229508197,0.4544994047017767,0.5646942511235821,0.4444563218458516,0.9986172566371682,0.460437274749839,0.7579649777743359,热销,5,Smooth,0.0230011760388988,明星品(量大且利厚),0.0243397226840947,0.0013385466451959,热销,Smooth,弱季节型(全年均衡),活跃在架,0.8745519713261649,19.413978494623656,True,43.792010575791785,7.765591397849462,0.12877319302132373
102900005116257,2020-07-01,2023-06-30,1095,1022,13602.001,117729.4239,35111.01268952411,12.421918721461187,13.309198630136986,9.06883144735024,13.309198630136986,9.06883144735024,109.43,5.647123287671233,8.655301811843712,0.0607,2.5813123149692543,27455,紫茄子(2),茄类,0.9333333333333332,0.7300668802221462,0.6813957548740031,1.0714285714285714,0.4643001747603124,0.5780123366511686,0.2982348127291236,0.4954289200509925,0.4971505351067984,0.7486667279201621,热销,6,Smooth,0.0288804596586613,引流品(量大但利薄),0.0349727592033426,0.0060922995446812,热销,Smooth,弱季节型(全年均衡),活跃在架,0.9333333333333332,12.421918721461187,True,32.064851771254894,4.968767488584475,0.20125715326737587
106949711300259,2022-01-16,2023-06-30,531,429,15596.0,58640.9,20728.90602712205,29.370998116760827,36.35431235431236,33.09566085720459,36.35431235431236,33.09566085720459,281.0,2.3645454545454547,3.7599961528597072,0.0045,1.3291168265659177,15591,金针菇(盒),食用菌,0.807909604519774,1.126814305923034,0.910364100265502,1.2377622377622377,0.8287627950522171,0.4701867940304274,0.3534888793849012,1.0003206978384966,0.7062865236250737,0.7277427669874456,热销,7,Erratic,0.0331142196531585,明星品(量大且利厚),0.0206472836726682,-0.0124669359804903,热销,Erratic,弱季节型(全年均衡),活跃在架,0.807909604519774,29.370998116760827,True,39.0374878100227,11.74839924670433,0.0851179789689664
106930274620090,2022-12-25,2023-02-18,56,51,708.0,2926.7,792.8200000000002,12.642857142857142,13.882352941176473,7.726958156541368,13.882352941176473,7.726958156541368,40.0,2.985294117647059,4.133757062146892,0.0,1.119802259887006,709,海鲜菇(袋)(2),食用菌,0.9107142857142856,0.6111718315908427,0.556602918055946,1.0980392156862746,0.3098068083883941,0.6206662631462578,0.2708921310691223,0.998589562764457,0.2767112378207693,0.7194193013334683,热销,9,Smooth,0.001503261574406,引流品(量大但利薄),0.00078969818378,-0.000713563390626,热销,Smooth,强季节-1月峰,活跃在架,0.9107142857142856,12.642857142857142,True,14.157500000000006,5.057142857142857,0.1977401129943503
102900011030059,2021-12-17,2023-06-30,561,400,14325.0,63994.9,21561.224389974603,25.53475935828877,35.8125,23.775207569808277,35.8125,23.775207569808277,151.0,2.618475,4.467357766143107,0.0943,1.5051465542739688,14328,云南生菜(份),花叶类,0.7130124777183601,0.9310918985453712,0.663880141565327,1.4025,0.4407368423647986,0.5178417457777476,0.3369209794839057,0.999790619765494,0.6423606975418483,0.7179102350148547,热销,10,Intermittent,0.0304155678719861,明星品(量大且利厚),0.0214763246901392,-0.0089392431818469,热销,Intermittent,弱季节型(全年均衡),活跃在架,0.7130124777183601,25.53475935828877,True,38.43355506234332,10.213903743315509,0.09790575916230367
102900005116530,2020-07-01,2023-03-14,987,821,11920.227,211198.3864,49063.48351069854,12.077231003039511,14.519155907429962,11.223364783824197,14.519155907429962,11.223364783824197,79.166,12.115444579780757,17.71764802801155,0.1382,4.115985669626807,47509,西峡香菇(1),食用菌,0.8318135764944276,0.929299504248911,0.7730039442637852,1.202192448233861,0.597535097847369,0.5183228409055682,0.2323099354451248,0.2509046075480435,0.6508682553635725,0.7121399537543672,热销,11,Erratic,0.0253096316487247,引流品(量大但利薄),0.048870290631315,0.0235606589825902,热销,Erratic,弱季节型(全年均衡),活跃在架,0.8318135764944276,12.077231003039511,True,49.70970973728321,4.830892401215804,0.20700109150605944
102900011032251,2022-02-18,2023-06-30,498,382,8235.0,40719.9,15267.99539582643,16.53614457831325,21.55759162303665,15.7283562057563,21.55759162303665,15.7283562057563,79.0,3.092356020942409,4.944735883424408,0.0943,1.854037085103392,8244,螺丝椒(份),辣椒类,0.7670682730923695,0.9511501384901808,0.7295970941832309,1.3036649214659686,0.5323119198406143,0.5125182220850569,0.3749516918220926,0.9989082969432316,0.6752880149525384,0.7089738171003263,热销,12,Erratic,0.0174849704311208,明星品(量大且利厚),0.0152078759794729,-0.0022770944516479,热销,Erratic,弱季节型(全年均衡),活跃在架,0.7670682730923695,16.53614457831325,True,30.658625292824162,6.614457831325301,0.15118397085610202
102900005115779,2020-07-01,2023-06-29,1094,810,15910.461,129756.9615,35621.95175368732,14.543382998171849,19.642544444444447,13.004183089323323,19.642544444444447,13.004183089323323,76.379,5.093543209876544,8.155449518401761,0.1525,2.238901296052158,39887,云南生菜,花叶类,0.7404021937842779,0.8941649333554645,0.6620416782613585,1.3506172839506172,0.4382991837551161,0.5279371307062082,0.274528251447128,0.3988883846867401,0.6780608152938011,0.7087713168956191,热销,13,Intermittent,0.0337818992265332,引流品(量大但利薄),0.0354816863885699,0.0016997871620367,热销,Intermittent,弱季节型(全年均衡),活跃在架,0.7404021937842779,14.543382998171849,True,32.56119904358987,5.817353199268739,0.171899481730919
102900011032022,2022-01-21,2023-06-30,526,441,5175.0,17567.699999999997,7633.9471016893,9.838403041825096,11.73469387755102,8.443119735736616,11.73469387755102,8.443119735736616,56.0,2.0152607709750567,3.394724637681159,0.0943,1.4751588602298165,5178,小皱皮(份),辣椒类,0.8384030418250951,0.858179899709654,0.719500638349729,1.1927437641723355,0.5176811685856675,0.5381610252894528,0.4345444822992936,0.999420625724218,0.6224151906265919,0.6995914606109154,热销,14,Erratic,0.0109878229485185,明星品(量大且利厚),0.0076038875927407,-0.0033839353557778,热销,Erratic,弱季节型(全年均衡),活跃在架,0.8384030418250951,9.838403041825096,True,14.513207417660267,3.9353612167300382,0.2541062801932367
102900011034330,2022-05-25,2023-06-30,402,293,4229.0,22604.9,7833.62745490982,10.519900497512438,14.433447098976108,6.976956252999386,14.433447098976108,6.976956252999386,57.0,3.465358361774744,5.345211633956018,0.002,1.852359294138052,4232,双孢菇(盒),食用菌,0.7288557213930348,0.6632150422572128,0.483388078063093,1.372013651877133,0.2336640340135308,0.6012451634894197,0.3465455478639507,0.9992911153119092,0.4077290249870609,0.698916755854588,热销,15,Intermittent,0.0089792276810212,明星品(量大且利厚),0.0078027816825401,-0.001176445998481,热销,Intermittent,弱季节型(全年均衡),活跃在架,0.7288557213930348,10.519900497512438,True,19.486635459974682,4.207960199004975,0.2376448332939229
102900011030097,2021-12-16,2023-06-30,562,410,8848.0,35692.09999999999,13043.088185933531,15.743772241992882,21.58048780487805,16.73596510150592,21.58048780487805,16.73596510150592,164.0,2.3106829268292683,4.033917269439421,0.0943,1.4741284116109326,8863,云南油麦菜(份),花叶类,0.7295373665480427,1.063021291483536,0.775513753573398,1.3707317073170733,0.6014215819815011,0.4847259716262509,0.3654334764817294,0.9983075707999548,0.6878545621332853,0.6898454412991369,热销,16,Lumpy,0.0187865231784526,明星品(量大且利厚),0.0129917295871878,-0.0057947935912648,热销,Lumpy,弱季节型(全年均衡),活跃在架,0.7295373665480427,15.743772241992882,True,23.208341967853258,6.297508896797153,0.15879294755877035
102900011033906,2022-04-16,2023-02-13,304,200,6484.736000000001,16003.2166,7928.881157800597,21.331368421052638,32.423680000000004,23.170007893319383,32.423680000000004,23.170007893319383,138.485,1.31645,2.4678285438296945,0.0943,1.22269914423665,6408,保康高山大白菜,花叶类,0.6578947368421053,1.08619416419868,0.7146014238149211,1.52,0.5106551949183125,0.4793417684514068,0.4954554672340432,1.0119750312109863,0.6215853723095996,0.6782713422095671,热销,21,Lumpy,0.0137687209731177,明星品(量大且利厚),0.0078976603134667,-0.005871060659651,热销,Lumpy,弱季节型(全年均衡),活跃在架,0.6578947368421053,21.331368421052638,True,26.08184591381776,8.532547368421055,0.1171982945797639
102900011034231,2022-04-16,2023-05-10,390,244,6931.0,22496.3,9459.444529093518,17.77179487179487,28.40573770491803,16.510731261172374,28.40573770491803,16.510731261172374,153.0,1.7737295081967217,3.245750973885442,0.0943,1.3648022693829922,6925,奶白菜(份),花叶类,0.6256410256410256,0.929041291567916,0.5812463465194142,1.598360655737705,0.3378473153421669,0.5183922212402227,0.4204889039127998,1.0008664259927798,0.4961739619384945,0.6761918709180619,热销,22,Intermittent,0.0147162513731753,明星品(量大且利厚),0.0094221969226216,-0.0052940544505536,热销,Intermittent,弱季节型(全年均衡),活跃在架,0.6256410256410256,17.77179487179487,True,24.254985972034664,7.108717948717948,0.14067234165344106
102900005115823,2020-07-01,2023-06-30,1095,919,7606.755999999999,56891.4632,17567.01839457754,6.946809132420091,8.277210010881392,6.889792535277019,8.277210010881392,6.889792535277019,43.597,4.354700761697497,7.479070342206323,0.1442999999999999,2.309396856501976,16644,上海青,花叶类,0.8392694063926941,0.991792404821232,0.832381022859098,1.191512513601741,0.6928581672159582,0.5020603540707609,0.3087812723821372,0.4570269166065849,0.7071359994191665,0.6726325656712254,热销,24,Erratic,0.0161510508484215,引流品(量大但利薄),0.0174978463215205,0.001346795473099,热销,Erratic,弱季节型(全年均衡),活跃在架,0.8392694063926941,6.946809132420091,True,16.042939173130176,2.7787236529680364,0.35987745630331774
102900011030110,2021-12-16,2023-06-30,562,386,6342.0,25351.6,8529.175356078173,11.284697508896798,16.430051813471504,11.293787672756576,16.430051813471504,11.293787672756576,102.0,2.273626943005181,3.9974140649637335,0.0943,1.3448715477890527,6354,菠菜(份),花叶类,0.6868327402135231,1.0008055301307466,0.6873860046805483,1.455958549222798,0.4724995194306868,0.4997986985445072,0.3364353869609087,0.9981114258734656,0.5943406780939006,0.6658626317727572,畅销,25,Intermittent,0.0134656566453149,明星品(量大且利厚),0.0084955907871095,-0.0049700658582054,畅销,Intermittent,弱季节型(全年均衡),活跃在架,0.6868327402135231,11.284697508896798,True,15.176468605121304,4.513879003558719,0.2215389467045096
102900011000328,2020-07-02,2023-06-30,1094,858,7792.181,82009.3451,22087.222432442664,7.122651736745887,9.081796037296035,7.384102490697372,9.081796037296035,7.384102490697372,64.215,7.794009324009324,10.52456880814242,0.1018,2.834536624911904,22678,螺丝椒,辣椒类,0.7842778793418648,1.0367069405629727,0.8130663208437208,1.275058275058275,0.6610768420903442,0.4909886543243117,0.2693256775250441,0.343600890731105,0.6954132348267239,0.661595693133488,畅销,26,Erratic,0.0165447546301082,引流品(量大但利薄),0.0220002515572829,0.0054554969271746,畅销,Erratic,弱季节型(全年均衡),活跃在架,0.7842778793418648,7.122651736745887,True,20.189417214298597,2.8490606946983545,0.35099287349716335
102900005115984,2020-07-01,2023-06-27,1092,782,10305.364,70665.1061,21607.683815334327,9.43714652014652,13.17821483375959,10.93138376494611,13.17821483375959,10.93138376494611,76.615,4.327531969309463,6.85711888488364,0.1281,2.09674144604056,23265,云南油麦菜,花叶类,0.7161172161172161,1.158335704718548,0.8295041401922202,1.3964194373401535,0.6880771185960345,0.4633199542655958,0.3057758631927438,0.4429556845046206,0.727950579223786,0.6576086217603366,畅销,27,Lumpy,0.0218808724738235,引流品(量大但利薄),0.0215226011763858,-0.0003582712974377,畅销,Lumpy,弱季节型(全年均衡),活跃在架,0.7161172161172161,9.43714652014652,True,19.78725624114865,3.774858608058608,0.2649105844296233
102900051010455,2020-07-01,2023-06-18,1083,904,7987.99,53478.1692,16819.995257589762,7.375798707294552,8.836272123893805,10.468528841603456,8.836272123893805,10.468528841603456,187.729,4.0534734513274335,6.6948217511539205,0.1561,2.1056605300694877,14372,黄白菜(2),花叶类,0.8347183748845799,1.4193078278085656,1.184722323489329,1.198008849557522,1.4035669837739542,0.4133413650406821,0.3145207756586731,0.5558022543835235,0.9484384287454262,0.6488138953561942,畅销,28,Erratic,0.0169605062482196,引流品(量大但利薄),0.016753764670552,-0.0002067415776676,畅销,Erratic,弱季节型(全年均衡),活跃在架,0.8347183748845799,7.375798707294552,True,15.53092821568769,2.9503194829178208,0.3389463431977256
102900011008164,2020-08-24,2023-06-30,1041,762,5816.308,27812.8544,8248.338626755216,5.5872315081652255,7.632950131233596,4.8400790458061485,7.632950131233596,4.8400790458061485,36.049,2.82011811023622,4.781874412427952,0.1568,1.4181399311651337,13355,奶白菜,花叶类,0.7319884726224783,0.8662750127201312,0.6341033234320268,1.3661417322834646,0.4020870247875416,0.5358267099887284,0.2965656997346959,0.4355153874953201,0.5775980403724431,0.6472747637620737,畅销,29,Intermittent,0.0123494806798168,引流品(量大但利薄),0.0082158598833923,-0.0041336207964245,畅销,Intermittent,弱季节型(全年均衡),活跃在架,0.7319884726224783,5.5872315081652255,True,7.923476106393099,2.2348926032660903,0.4474487939772103
102900011023464,2021-08-28,2023-06-30,672,492,3267.9930000000004,18780.4848,6691.396052369801,4.863084821428572,6.642262195121952,3.501281623706779,6.642262195121952,3.501281623706779,24.301,3.4114634146341465,5.7467946840767405,0.1033,2.047555197446812,7910,小青菜(1),花叶类,0.7321428571428571,0.7199713252540489,0.5271218631324287,1.3658536585365857,0.2778574585922029,0.5814050416522465,0.3562951714840609,0.4131470290771176,0.5257616457861388,0.6444127180774827,畅销,30,Intermittent,0.0069387687885986,明星品(量大且利厚),0.0066650479421674,-0.0002737208464312,畅销,Intermittent,弱季节型(全年均衡),活跃在架,0.7321428571428571,4.863084821428572,True,9.957434601740774,1.9452339285714288,0.5140769885370011
